epoch,val_loss,train_loss
0,0.050601787865161896,0.04766252636909485
1,0.05585472658276558,
2,0.06183085963129997,
3,0.053243257105350494,
4,0.05070992186665535,
5,0.030598783865571022,0.02939453348517418
6,0.016687864437699318,
7,0.016142364591360092,
8,0.0153474360704422,
9,0.014924051240086555,
10,0.01399337686598301,0.01357807032763958
11,0.014722662046551704,
12,0.014745235443115234,
13,0.012483878992497921,
14,0.01382632926106453,
15,0.012833226472139359,0.011649101041257381
16,0.011784319765865803,
17,0.011843087151646614,
18,0.014745027758181095,
19,0.011501846835017204,
20,0.010535283014178276,0.00894332304596901
21,0.010105638764798641,
22,0.009674020111560822,
23,0.009602762758731842,
24,0.009473485872149467,
25,0.010454191826283932,0.008961907587945461
26,0.009266134351491928,
27,0.009073195978999138,
28,0.009225530549883842,
29,0.008779438212513924,
30,0.008986069820821285,0.00726932380348444
31,0.009022032842040062,
32,0.009160622954368591,
33,0.0085684172809124,
34,0.008579776622354984,
35,0.009566647000610828,0.007101378403604031
36,0.009201930835843086,
37,0.009202764369547367,
38,0.00868186540901661,
39,0.009091733954846859,
40,0.009054786525666714,0.006215732544660568
41,0.00920028518885374,
42,0.009492102079093456,
43,0.00892577413469553,
