epoch,val_loss,train_loss
0,0.06433522701263428,0.06688377261161804
1,0.015396310947835445,
2,0.01645660027861595,
3,0.01625603437423706,
4,0.015003882348537445,
5,0.015902267768979073,0.01559223048388958
6,0.016667185351252556,
7,0.015632962808012962,
8,0.015674753114581108,
9,0.015982450917363167,
10,0.015062492340803146,0.014619754627346992
11,0.015193012543022633,
12,0.015312828123569489,
13,0.014921853318810463,
14,0.014868645928800106,
15,0.013455277308821678,0.013282141648232937
16,0.012392007745802402,
17,0.01259598322212696,
18,0.012277064844965935,
19,0.01147815678268671,
20,0.011006808839738369,0.009358086623251438
21,0.011380264535546303,
22,0.012005504220724106,
23,0.010403444059193134,
24,0.009905820712447166,
25,0.010296426713466644,0.008025512099266052
26,0.009409645572304726,
27,0.009559720754623413,
28,0.009509870782494545,
29,0.009641334414482117,
30,0.011431792750954628,0.007730355020612478
31,0.010088897310197353,
32,0.01063508540391922,
33,0.009515084326267242,
34,0.008793028071522713,
35,0.00947008840739727,0.005379052832722664
36,0.009919303469359875,
37,0.010361889377236366,
38,0.008815925568342209,
39,0.00964408926665783,
40,0.009741895832121372,0.00413249246776104
41,0.009443128481507301,
42,0.009866430424153805,
43,0.011068661697208881,
44,0.0099943233653903,
