epoch,val_loss,train_loss
0,0.03379320353269577,0.03295431286096573
1,0.023558584973216057,
2,0.01906398870050907,
3,0.017809418961405754,
4,0.017151683568954468,
5,0.017507510259747505,0.016450058668851852
6,0.0168687105178833,
7,0.016675585880875587,
8,0.017094219103455544,
9,0.018076563253998756,
10,0.01721975766122341,0.016038520261645317
11,0.018253318965435028,
12,0.018399406224489212,
13,0.017704088240861893,
14,0.018116995692253113,
15,0.01873067393898964,0.017371036112308502
16,0.01884855516254902,
17,0.018282607197761536,
